Juventus,38,26,9,3,72,24,+48,87
Roma,38,19,13,6,54,31,+23,70
Lazio,38,21,6,11,71,38,+33,69
Fiorentina,38,18,10,10,61,46,+15,64
Napoli,38,18,9,11,70,54,+16,63
Genoa,38,16,11,11,62,47,+15,59
Sampdoria,38,13,17,8,48,42,+6,56
Inter,38,14,13,11,59,48,+11,55
Torino,38,14,12,12,48,45,+3,54
Milan,38,13,13,12,56,50,+6,52
Palermo,38,12,13,13,53,55,-2,49
Sassuolo,38,12,13,13,49,57,-8,49
Hellas Verona,38,11,13,14,49,65,-16,46
Chievo,38,10,13,15,28,41,-13,43
Empoli,38,8,18,12,46,52,-6,42
Udinese,38,10,11,17,43,56,-13,41
Atalanta,38,7,16,15,38,57,-19,37
Cagliari,38,8,10,20,48,68,-20,34
Cesena,38,4,12,22,36,73,-37,24
Parma,38,6,8,24,33,75,-42,19
