Paris SG,38,29,6,3,108,29,+79,93
Monaco,38,24,8,6,85,45,+40,80
Lyon,38,23,9,6,87,43,+44,78
Marsilya,38,22,11,5,80,47,+33,77
Rennes,38,16,10,12,50,44,+6,58
Bordeaux,38,16,7,15,53,48,+5,55
Saint-Etienne,38,15,10,13,47,50,-3,55
Nice,38,15,9,14,53,52,+1,54
Nantes,38,14,10,14,36,41,-5,52
Montpellier,38,11,18,9,36,33,+3,51
Dijon,38,13,9,16,55,73,-18,48
Guingamp,38,12,11,15,48,59,-11,47
Amiens SC,38,12,9,17,37,42,-5,45
Angers,38,9,14,15,42,52,-10,41
RC Strasbourg,38,9,11,18,44,67,-23,38
Caen,38,10,8,20,27,52,-25,38
Lille,38,10,8,20,41,67,-26,38
Toulouse,38,9,10,19,38,54,-16,37
Troyes,38,9,6,23,32,59,-27,33
Metz,38,6,8,24,34,76,-42,26
