Lyon,38,24,7,7,74,37,+37,79
Bordeaux,38,22,9,7,65,38,+27,75
Marsilya,38,17,11,10,58,45,+13,62
Nancy,38,15,15,8,44,30,+14,60
Saint-Etienne,38,16,10,12,47,34,+13,58
Rennes,38,16,10,12,47,44,+3,58
Lille,38,13,18,7,45,32,+13,57
Nice,38,13,16,9,35,30,+5,55
Le Mans,38,14,11,13,46,49,-3,53
Lorient,38,12,16,10,32,35,-3,52
Caen,38,13,12,13,48,53,-5,51
Monaco,38,13,8,17,40,48,-8,47
Valenciennes,38,12,9,17,42,40,+2,45
Sochaux,38,10,14,14,34,43,-9,44
Auxerre,38,12,8,18,33,52,-19,44
Paris SG,38,10,13,15,37,45,-8,43
Toulouse,38,9,15,14,36,42,-6,42
Lens,38,9,13,16,43,52,-9,40
RC Strasbourg,38,9,8,21,34,55,-21,35
Metz,38,5,9,24,28,64,-36,24
