Man United,38,27,6,5,80,22,+58,87
Chelsea,38,25,10,3,65,26,+39,85
Arsenal,38,24,11,3,74,31,+43,83
Liverpool,38,21,13,4,67,28,+39,76
Everton,38,19,8,11,55,33,+22,65
Aston Villa,38,16,12,10,71,51,+20,60
Blackburn,38,15,13,10,50,48,+2,58
Portsmouth,38,16,9,13,48,40,+8,57
Man City,38,15,10,13,45,53,-8,55
West Ham,38,13,10,15,42,50,-8,49
Tottenham,38,11,13,14,66,61,+5,46
Newcastle,38,11,10,17,45,65,-20,43
Middlesbrough,38,10,12,16,43,53,-10,42
Wigan Athletic,38,10,10,18,34,51,-17,40
Sunderland,38,11,6,21,36,59,-23,39
Bolton,38,9,10,19,36,54,-18,37
Fulham,38,8,12,18,38,60,-22,36
Reading,38,10,6,22,41,66,-25,36
Birmingham,38,8,11,19,46,62,-16,35
Derby County,38,1,8,29,20,89,-69,11
