Man City,38,32,4,2,106,27,+79,100
Man United,38,25,6,7,68,28,+40,81
Tottenham,38,23,8,7,74,36,+38,77
Liverpool,38,21,12,5,84,38,+46,75
Chelsea,38,21,7,10,62,38,+24,70
Arsenal,38,19,6,13,74,51,+23,63
Burnley,38,14,12,12,36,39,-3,54
Everton,38,13,10,15,44,58,-14,49
Leicester,38,12,11,15,56,60,-4,47
Newcastle,38,12,8,18,39,47,-8,44
C. Palace,38,11,11,16,45,55,-10,44
Bournemouth,38,11,11,16,45,61,-16,44
West Ham,38,10,12,16,48,68,-20,42
Watford,38,11,8,19,44,64,-20,41
Brighton,38,9,13,16,34,54,-20,40
Huddersfield,38,9,10,19,28,58,-30,37
Southampton,38,7,15,16,37,56,-19,36
Swansea City,38,8,9,21,28,56,-28,33
Stoke City,38,7,12,19,35,68,-33,33
West Bromwich,38,6,13,19,31,56,-25,31
